RAW_NAME,CANONICAL_NAME,MANUFACTURER_ID
"AMO(HANGZHOU) CO., LTD.","AMO(HANGZHOU) CO., LTD.",337863
AMPLITUDE,AMPLITUDE,898545
"AMSINO INTERNATIONAL, INC.","AMSINO INTERNATIONAL, INC.",882551
ANATOMAGE INC.,ANATOMAGE INC.,21379
ANAVASI DIAGNOSTICS INC.,ANAVASI DIAGNOSTICS INC.,763708
ANCHOR PRODUCTS COMPANY,ANCHOR PRODUCTS COMPANY,693432
"ANDON MEDICAL CO.,LTD","ANDON MEDICAL CO.,LTD",657803
ANDOVER HEALTHCARE INC.,ANDOVER HEALTHCARE INC.,593865
ANDREAS HETTICH GMBH & CO. KG,ANDREAS HETTICH GMBH & CO. KG,547524
ANGEL KISS LLC.,ANGEL KISS LLC.,878553
ANGELINI,ANGELINI,734676
ANGELINI PHARMA INC.,ANGELINI PHARMA INC.,353928
ANGIO DYNAMICS INC.,ANGIO DYNAMICS INC.,308948
ANGIODYNAMICS,ANGIODYNAMICS,179417
ANGIODYNAMICS INC,ANGIODYNAMICS INC,383406
"ANGIODYNAMICS, INC","ANGIODYNAMICS, INC",405407
"ANGIODYNAMICS, INC.","ANGIODYNAMICS, INC.",431948
"ANGIODYNAMICS, INC. / NAVILYST MEDICAL, INC.","ANGIODYNAMICS, INC. / NAVILYST MEDICAL, INC.",685738
ANGIOMED GMBH & CO. MEDIZINTECHNIK KG,ANGIOMED GMBH & CO. MEDIZINTECHNIK KG,860651
ANHUI TIANKANG MEDICAL TECHNOLOGY CO. LTD,ANHUI TIANKANG MEDICAL TECHNOLOGY CO. LTD,763694
"ANHUI TIANKANG MEDICAL TECHNOLOGY CO., LTD.","ANHUI TIANKANG MEDICAL TECHNOLOGY CO., LTD.",737832
ANIKA,ANIKA,761361
"ANIKA THERAPEUTIC, INC.","ANIKA THERAPEUTIC, INC.",115716
ANIKA THERAPEUTICS INC,ANIKA THERAPEUTICS INC,631275
ANIKA THERAPEUTICS INC.,ANIKA THERAPEUTICS INC.,774435
"ANIKA THERAPEUTICS, INC.","ANIKA THERAPEUTICS, INC.",660791
ANIMAS LLC,ANIMAS LLC,889983
ANMUTH MEDICAL INTERNATIONAL,ANMUTH MEDICAL INTERNATIONAL,318892
ANSELL HEALTHCARE PRODUCTS LLC,ANSELL HEALTHCARE PRODUCTS LLC,830863
ANTEIS S.A,ANTEIS S.A,189511
ANTEIS S.A.,ANTEIS S.A.,307457
"ANTEIS, S.A.","ANTEIS, S.A.",897968
ANTHOGYR,ANTHOGYR,731679
"AOMORI OLYMPUS CO., LTD.","AOMORI OLYMPUS CO., LTD.",438438
APEX BIOTECHNOLOGY CORP.,APEX BIOTECHNOLOGY CORP.,350667
APEX HEALTHCARE MFG INC,APEX HEALTHCARE MFG INC,370751
APEX HEALTHCARE MFG. INC,APEX HEALTHCARE MFG. INC,480240
APEX MEDICAL CORPORATION,APEX MEDICAL CORPORATION,168884
APIFIX LTD,APIFIX LTD,267591
APIFIX LTD.,APIFIX LTD.,495059
APOLLO ENDOSURGERY,APOLLO ENDOSURGERY,885718
APOLLO ENDOSURGERY INC,APOLLO ENDOSURGERY INC,472206
"APOLLO ENDOSURGERY, INC","APOLLO ENDOSURGERY, INC",221660
"APOLLO ENDOSURGERY, INC.","APOLLO ENDOSURGERY, INC.",116311
APOTHECARY PRODUCTS LLC.,APOTHECARY PRODUCTS LLC.,292069
"APOTHECARY PRODUCTS, LLC","APOTHECARY PRODUCTS, LLC",821296
APP / FRESENIUS KABI USA,APP / FRESENIUS KABI USA,360629
"APPLE, INC.","APPLE, INC.",298747
"APPLIED BIOCODE, INC.","APPLIED BIOCODE, INC.",548682
APPLIED MEDICAL DISTRIBUTION CENTER,APPLIED MEDICAL DISTRIBUTION CENTER,79407
APPLIED MEDICAL RESOURCES,APPLIED MEDICAL RESOURCES,452343
APPLIED MEDICAL RESOURCES CORP,APPLIED MEDICAL RESOURCES CORP,800769
APPLIED MEDICAL RESOURCES CORP.,APPLIED MEDICAL RESOURCES CORP.,73532
APPLIED MEDICAL RESOURCES CORPORATION,APPLIED MEDICAL RESOURCES CORPORATION,764075
APPLIED MEDICAL TECHNOLOGY,APPLIED MEDICAL TECHNOLOGY,865453
APPLIED MEDICAL TECHNOLOGY INC,APPLIED MEDICAL TECHNOLOGY INC,563545
"APPLIED MEDICAL TECHNOLOGY, INC","APPLIED MEDICAL TECHNOLOGY, INC",659009
"APPLIED MEDICAL TECHNOLOGY, INC.","APPLIED MEDICAL TECHNOLOGY, INC.",76062
APYX MEDICAL CORPORATION,APYX MEDICAL CORPORATION,552656
AQUABILITI,AQUABILITI,691425
AQUABILITY,AQUABILITY,621893
AQUATEC GMBH,AQUATEC GMBH,163068
"ARC DEVICES USA, INC.","ARC DEVICES USA, INC.",154519
ARC MEDICAL DESIGN LIMITED,ARC MEDICAL DESIGN LIMITED,434959
ARGON MEDICAL DEVICES,ARGON MEDICAL DEVICES,308484
ARGON MEDICAL DEVICES INC.,ARGON MEDICAL DEVICES INC.,38584
"ARGON MEDICAL DEVICES, INC","ARGON MEDICAL DEVICES, INC",699424
"ARGON MEDICAL DEVICES, INC.","ARGON MEDICAL DEVICES, INC.",192772
"ARHTREX, INC.","ARHTREX, INC.",460819
"ARJO (SUZHOU) CO., LTD.","ARJO (SUZHOU) CO., LTD.",168314
ARJO DOMINICAN REPUBLIC,ARJO DOMINICAN REPUBLIC,473682
ARJO HOSPIITAL EQUIPMENT AB,ARJO HOSPIITAL EQUIPMENT AB,99968
ARJO HOSPITAL EQUIPMENT AB,ARJO HOSPITAL EQUIPMENT AB,660202
ARJO MED. AB LTD.,ARJO MED. AB LTD.,88732
"ARJO, INC.","ARJO, INC.",828988
ARJOHUNTLEIGH AB,ARJOHUNTLEIGH AB,244289
ARJOHUNTLEIGH MAGOG INC.,ARJOHUNTLEIGH MAGOG INC.,739840
ARJOHUNTLEIGH POLSKA SP Z O.O,ARJOHUNTLEIGH POLSKA SP Z O.O,537252
ARJOHUNTLEIGH POLSKA SP. Z O.O.,ARJOHUNTLEIGH POLSKA SP. Z O.O.,792847
ARJOHUNTLEIGH POLSKA SP. ZO.O.,ARJOHUNTLEIGH POLSKA SP. ZO.O.,293413
"ARJOHUNTLEIGH, A BRANCH OF ARJO LTD MED AB","ARJOHUNTLEIGH, A BRANCH OF ARJO LTD MED AB",690232
"ARJOHUNTLEIGH, A BRANCH OF ARJO LTD. MED. AB","ARJOHUNTLEIGH, A BRANCH OF ARJO LTD. MED. AB",587215
"ARJOHUNTLEIGH, INC.","ARJOHUNTLEIGH, INC.",42001
ARKLOW,ARKLOW,642751
ARKRAY FACTORY USA INC.,ARKRAY FACTORY USA INC.,614183
"ARKRAY FACTORY, INC.","ARKRAY FACTORY, INC.",309029
AROA BIOSURGERY,AROA BIOSURGERY,250139
AROA BIOSURGERY LTD.,AROA BIOSURGERY LTD.,513890
"ARRINEX, INC.","ARRINEX, INC.",56667
ARROW,ARROW,756919
ARROW INTERNACIONAL DE CHIHUAHUA S.A. DE C.V.,ARROW INTERNACIONAL DE CHIHUAHUA S.A. DE C.V.,272930
ARROW INTERNATIONAL,ARROW INTERNATIONAL,708060
ARROW INTERNATIONAL INC,ARROW INTERNATIONAL INC,730885
ARROW INTERNATIONAL INC.,ARROW INTERNATIONAL INC.,645251
ARROW INTERNATIONAL INC. (SUBSIDIARY OF TELEFLEX INC.),ARROW INTERNATIONAL INC. (SUBSIDIARY OF TELEFLEX INC.),318679
ARROW INTERNATIONAL INC. (SUBSIDIARY TELEFLEX INC),ARROW INTERNATIONAL INC. (SUBSIDIARY TELEFLEX INC),224127
"ARROW INTERNATIONAL INC., / SUBSIDIARY OF TELEFLEX","ARROW INTERNATIONAL INC., / SUBSIDIARY OF TELEFLEX",195535
ARROW INTERNATIONAL LLC,ARROW INTERNATIONAL LLC,495914
"ARROW INTERNATIONAL, INC.","ARROW INTERNATIONAL, INC.",424397
"ARROW INTERNATIONAL, INC. (SUBSIDIARY OF TELEFLEX INCORPORATED)","ARROW INTERNATIONAL, INC. (SUBSIDIARY OF TELEFLEX INCORPORATED)",165335
"ARROW INTERNATIONAL, INC. (SUBSIDIARY OF TELEFLEX)","ARROW INTERNATIONAL, INC. (SUBSIDIARY OF TELEFLEX)",404170
"ARROW INTERNATIONAL, INC. (SUBSIDIARY OF TELEFLEX, INC.)","ARROW INTERNATIONAL, INC. (SUBSIDIARY OF TELEFLEX, INC.)",107783
"ARROW INTERNATIONAL, LLC","ARROW INTERNATIONAL, LLC",844815
"ARROW INTERNATIONAL, LLC (SUBSIDIARY OF TELEFLEX)","ARROW INTERNATIONAL, LLC (SUBSIDIARY OF TELEFLEX)",42026
"ARROW INTERNATIONAL, LLC (SUBSIDIARY OF TELEFLEX, INCORPORATED)","ARROW INTERNATIONAL, LLC (SUBSIDIARY OF TELEFLEX, INCORPORATED)",123492
"ARROW- INTERNATIONAL, INC.","ARROW- INTERNATIONAL, INC.",141773
ARTEGRAFT INC,ARTEGRAFT INC,469937
ARTELON,ARTELON,532149
ARTHREX,ARTHREX,878479
ARTHREX / ARTHREX LOGISTIC CENTER,ARTHREX / ARTHREX LOGISTIC CENTER,307492
ARTHREX INC.,ARTHREX INC.,746907
"ARTHREX, INC","ARTHREX, INC",490489
"ARTHREX, INC.","ARTHREX, INC.",463000
ARTHREX\T. A. G. MEDICAL PRODUCTS CORP.,ARTHREX\T. A. G. MEDICAL PRODUCTS CORP.,753096
ARTHROCARE CORP.,ARTHROCARE CORP.,699962
ARTHROCARE CORPORATION,ARTHROCARE CORPORATION,662530
ARTHROSURFACE,ARTHROSURFACE,426290
ARTHROSURFACE INC.,ARTHROSURFACE INC.,295157
"ARTHROSURFACE, INC.","ARTHROSURFACE, INC.",356388
ARTIVION - FORMERLY CRYOLIFE/ARTIVION ¿ AUSTIN,ARTIVION - FORMERLY CRYOLIFE/ARTIVION ¿ AUSTIN,689975
"ARTIVION, INC.","ARTIVION, INC.",209245
ASAHI INTECC,ASAHI INTECC,302491
"ASAHI INTECC CO., LTD.","ASAHI INTECC CO., LTD.",871879
"ASAHI INTECC HANOI CO., LTD.","ASAHI INTECC HANOI CO., LTD.",128998
"ASAHI INTECC USA, INC.","ASAHI INTECC USA, INC.",733720
"ASAHI KASEI MEDICAL CO., LTD.","ASAHI KASEI MEDICAL CO., LTD.",629899
ASAHI POLYSLIDER COMPANY LIMITED,ASAHI POLYSLIDER COMPANY LIMITED,760734
ASCENSIA DIABETES CARE US INC.,ASCENSIA DIABETES CARE US INC.,554686
ASCENSION ORTHOPEDICS,ASCENSION ORTHOPEDICS,269434
"ASCENSION ORTHOPEDICS, INC.","ASCENSION ORTHOPEDICS, INC.",606708
"ASCOM US, INC.","ASCOM US, INC.",86004
"ASENSUS SURGICAL, INC.","ASENSUS SURGICAL, INC.",649039
ASHITAKA FACTORY OF TERUMO CORP.,ASHITAKA FACTORY OF TERUMO CORP.,155311
ASO LLC,ASO LLC,458266
ASPEM SURGICAL,ASPEM SURGICAL,713108
ASPEN SURGICAL,ASPEN SURGICAL,620335
ASPEN SURGICAL PRODUCTS,ASPEN SURGICAL PRODUCTS,248929
ASPEN SURGICAL PRODUCTS INC.,ASPEN SURGICAL PRODUCTS INC.,730812
"ASPEN SURGICAL PRODUCTS, CALEDONIA","ASPEN SURGICAL PRODUCTS, CALEDONIA",560769
"ASPEN SURGICAL PRODUCTS, INC.","ASPEN SURGICAL PRODUCTS, INC.",687006
"ASPEN SURGICAL, INC.","ASPEN SURGICAL, INC.",288159
ASPIDE MEDICAL,ASPIDE MEDICAL,208986
ASSURE,ASSURE,203197
ASTRA TECH AB,ASTRA TECH AB,619951
ASTURA MEDICAL,ASTURA MEDICAL,421395
ATHREX,ATHREX,4271
ATLANTA BIOMEDICAL CORPORATION,ATLANTA BIOMEDICAL CORPORATION,586161
ATMOS MEDIZIN TECHNIK GMBH & CO. KG,ATMOS MEDIZIN TECHNIK GMBH & CO. KG,213290
ATOS MEDICAL AB,ATOS MEDICAL AB,22600
"ATRICURE, INC","ATRICURE, INC",767922
"ATRICURE, INC.","ATRICURE, INC.",67290
ATRIUM MEDICAL CORPORATION,ATRIUM MEDICAL CORPORATION,145524
AUGMEDICS INC.,AUGMEDICS INC.,26447
"AUGMENIX, INC.","AUGMENIX, INC.",575761
AUGUSTINE TEMPERATURE MANAGEMENT LLC,AUGUSTINE TEMPERATURE MANAGEMENT LLC,344479
"AUGUSTINE TEMPERATURE MANAGEMENT, LLC","AUGUSTINE TEMPERATURE MANAGEMENT, LLC",544146
"AURIS HEALTH, INC.","AURIS HEALTH, INC.",539256
AURORA SPINE INC,AURORA SPINE INC,96103
"AURORA SPINE, INC.","AURORA SPINE, INC.",533271
AV MEDICAL TECHNOLOGIES,AV MEDICAL TECHNOLOGIES,742201
AV-TEMECULA-CT,AV-TEMECULA-CT,327032
AVAILMED S.A.DE C.V.9,AVAILMED S.A.DE C.V.9,331360
AVALIGN GERMAN SPECIALTY INSTRUMENTS,AVALIGN GERMAN SPECIALTY INSTRUMENTS,873496
AVALON MEDICAL CORPORATION / FEMCARE LTD.,AVALON MEDICAL CORPORATION / FEMCARE LTD.,638698
AVANOS - IRVINE,AVANOS - IRVINE,231501
AVANOS MEDICAL  INC.,AVANOS MEDICAL  INC.,300223
AVANOS MEDICAL - IRVINE,AVANOS MEDICAL - IRVINE,266288
AVANOS MEDICAL INC.,AVANOS MEDICAL INC.,346965
AVANOS MEDICAL INC. (FORMERLY HALYARD HEALTH INC.),AVANOS MEDICAL INC. (FORMERLY HALYARD HEALTH INC.),313356
"AVANOS MEDICAL, INC.","AVANOS MEDICAL, INC.",186024
"AVANOS MEDICAL, INC. (FORMERLY HALYARD HEALTH INC.)","AVANOS MEDICAL, INC. (FORMERLY HALYARD HEALTH INC.)",207510
"AVANOS MEDICAL, LLC. /HALYARD HEALTH, INC.","AVANOS MEDICAL, LLC. /HALYARD HEALTH, INC.",544163
AVANOS- IRVINE,AVANOS- IRVINE,587323
AVENU MEDICAL,AVENU MEDICAL,898570
AVERY DENNISON BELGIE BVBA,AVERY DENNISON BELGIE BVBA,46849
"AVID MEDICAL INC. / OWENS AND MINOR DISTRIBUTION, INC.","AVID MEDICAL INC. / OWENS AND MINOR DISTRIBUTION, INC.",795689
"AVID MEDICAL, AN OWENS & MINOR COMPANY","AVID MEDICAL, AN OWENS & MINOR COMPANY",190714
"AVID MEDICAL, INC. A MEDICAL ACTION IND. COMPANY","AVID MEDICAL, INC. A MEDICAL ACTION IND. COMPANY",45812
"AVID MEDICAL, INC. A MEDICAL ACTION IND. COMPANY 3","AVID MEDICAL, INC. A MEDICAL ACTION IND. COMPANY 3",841717
"AVID MEDICAL, INC. A MEDICAL ACTION IND. COMPANY 305","AVID MEDICAL, INC. A MEDICAL ACTION IND. COMPANY 305",61898
"AVID MEDICAL, INC., A MEDICAL ACTION IND. COMPANY 305","AVID MEDICAL, INC., A MEDICAL ACTION IND. COMPANY 305",718466
"AVID MEDICAL, INC./ OWENS & MINOR DISTRIBUTION, INC","AVID MEDICAL, INC./ OWENS & MINOR DISTRIBUTION, INC",565542
"AVID MEDICAL/OWNES & MINOR DISTRIBUTION, INC.","AVID MEDICAL/OWNES & MINOR DISTRIBUTION, INC.",774272
AVINGER INC.,AVINGER INC.,394224
"AVINGER, INC.","AVINGER, INC.",37921
AVNET INC,AVNET INC,548416
AXIS360 SURGICAL INC,AXIS360 SURGICAL INC,156273
AXOGEN CORPORATION,AXOGEN CORPORATION,242687
"AXONICS MODULATION TECHNOLOGIES, INC.","AXONICS MODULATION TECHNOLOGIES, INC.",556737
"AXONICS, INC","AXONICS, INC",590274
"AXONICS, INC.","AXONICS, INC.",139657
AZIYO BIOLOGICS INC.,AZIYO BIOLOGICS INC.,273540
"AZIYO BIOLOGICS, INC.","AZIYO BIOLOGICS, INC.",52500
"AZURE BIOTECH, INC.","AZURE BIOTECH, INC.",220956
B,B,192353
"B BRAUN INTERVENTIONAL SYSTEMS, INC","B BRAUN INTERVENTIONAL SYSTEMS, INC",833190
"B BRAUN MEDICAL, INC.","B BRAUN MEDICAL, INC.",223690
B BRAUN MELSUNGEN AG,B BRAUN MELSUNGEN AG,292047
B. BRAUN AVITUM AG,B. BRAUN AVITUM AG,259772
B. BRAUN AVITUM AG - MELSUNGEN,B. BRAUN AVITUM AG - MELSUNGEN,737728
B. BRAUN AVITUM ITALY S.P.A.,B. BRAUN AVITUM ITALY S.P.A.,41378
B. BRAUN DOMINICAN REPUBLIC INC.,B. BRAUN DOMINICAN REPUBLIC INC.,196377
B. BRAUN DOMINICIAN REPULIC INC.,B. BRAUN DOMINICIAN REPULIC INC.,665810
B. BRAUN MEDICAL,B. BRAUN MEDICAL,234841
B. BRAUN MEDICAL FRANCE,B. BRAUN MEDICAL FRANCE,54304
B. BRAUN MEDICAL INC,B. BRAUN MEDICAL INC,863740
B. BRAUN MEDICAL INC.,B. BRAUN MEDICAL INC.,569082
"B. BRAUN MEDICAL, INC","B. BRAUN MEDICAL, INC",280138
"B. BRAUN MEDICAL, INC.","B. BRAUN MEDICAL, INC.",363118
B. BRAUN MELSUNGEN AG,B. BRAUN MELSUNGEN AG,452147
B. BRAUN SURGICAL SA,B. BRAUN SURGICAL SA,818259
"B. BRAUN SURGICAL, S.A.","B. BRAUN SURGICAL, S.A.",283965
"B. BRAUN SURGICAL, S.A.U.","B. BRAUN SURGICAL, S.A.U.",187125
B.BRAUN MEDICAL AG,B.BRAUN MEDICAL AG,790975
B.BRAUN MEDICAL SAS,B.BRAUN MEDICAL SAS,351528
B.BRAUN MELSUNGEN AG,B.BRAUN MELSUNGEN AG,85750
B.BRAUN SURGICAL SA,B.BRAUN SURGICAL SA,503232
B.T.I. BIOTECHNOLOGY INSTITUTE S.L.,B.T.I. BIOTECHNOLOGY INSTITUTE S.L.,529630
B/ BRAUN SURGICAL SA,B/ BRAUN SURGICAL SA,600229
"BACTERIN INTERNATIONAL, INC.","BACTERIN INTERNATIONAL, INC.",307200
BALDA MEDICAL GMBH & CO. KG,BALDA MEDICAL GMBH & CO. KG,101417
BALT EXTRUSION,BALT EXTRUSION,328138
BALT USA,BALT USA,82810
"BALT USA, LLC","BALT USA, LLC",478367
BARD,BARD,29585
BARD / BD,BARD / BD,57029
"BARD / C. R. BARD, INC.","BARD / C. R. BARD, INC.",558868
"BARD / DAVOL INC., SUB. C.R. BARD, INC.","BARD / DAVOL INC., SUB. C.R. BARD, INC.",599140
BARD ACCESS SYSTEM INC.,BARD ACCESS SYSTEM INC.,706428
"BARD ACCESS SYSTEM, INC.","BARD ACCESS SYSTEM, INC.",541143
BARD ACCESS SYSTEMS,BARD ACCESS SYSTEMS,68148
BARD ACCESS SYSTEMS INC.,BARD ACCESS SYSTEMS INC.,352265
"BARD ACCESS SYSTEMS, INC","BARD ACCESS SYSTEMS, INC",580509
"BARD ACCESS SYSTEMS, INC .","BARD ACCESS SYSTEMS, INC .",770766
"BARD ACCESS SYSTEMS, INC.","BARD ACCESS SYSTEMS, INC.",500623
"BARD BRACHYTHERAPY, INC.","BARD BRACHYTHERAPY, INC.",131525
"BARD BRACHYTHERAPY, INC. -1424526","BARD BRACHYTHERAPY, INC. -1424526",813030
"BARD DAVOL/ C. R. BARD, INC.","BARD DAVOL/ C. R. BARD, INC.",122629
"BARD MEDICAL / C. R. BARD, INC.","BARD MEDICAL / C. R. BARD, INC.",722601
"BARD MEDICAL / C.R. BARD, INC.","BARD MEDICAL / C.R. BARD, INC.",163413
"BARD MEDICAL DEVICE / C.R. BARD, INC.","BARD MEDICAL DEVICE / C.R. BARD, INC.",820934
BARD PERIPHERAL VASCULAR,BARD PERIPHERAL VASCULAR,555225
BARD PERIPHERAL VASCULAR (BPV),BARD PERIPHERAL VASCULAR (BPV),847934
"BARD PERIPHERAL VASCULAR / C. R. BARD, INC.","BARD PERIPHERAL VASCULAR / C. R. BARD, INC.",888359
BARD PERIPHERAL VASCULAR INC.,BARD PERIPHERAL VASCULAR INC.,171516
"BARD PERIPHERAL VASCULAR, INC.","BARD PERIPHERAL VASCULAR, INC.",30604
"BARD PERIPHERAL VASXULAR, INC.","BARD PERIPHERAL VASXULAR, INC.",492771
BARD REYNOSA S.A DE C.V.,BARD REYNOSA S.A DE C.V.,797768
BARD REYNOSA S.A. DE C.V.,BARD REYNOSA S.A. DE C.V.,887430
BARD REYNOSA S.A. DE C.V. -9617592,BARD REYNOSA S.A. DE C.V. -9617592,523537
BARD SHANNON LIMITED,BARD SHANNON LIMITED,855987
BARD SHANNON LIMITED -3005636544,BARD SHANNON LIMITED -3005636544,393407
BARD SHANNON LIMITED 3005636544,BARD SHANNON LIMITED 3005636544,450875
"BARD VASCULAR / BARD ACCESS SYSTEMS, INC.","BARD VASCULAR / BARD ACCESS SYSTEMS, INC.",814069
BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,695551
BATTELLE MEMORIAL INSTITUTE - CCDS SITE,BATTELLE MEMORIAL INSTITUTE - CCDS SITE,276004
BATTLE CREEK EQIPMENT,BATTLE CREEK EQIPMENT,519157
BATTLE CREEK EQUIPEMENT,BATTLE CREEK EQUIPEMENT,382820
BATTLE CREEK EQUIPMENT,BATTLE CREEK EQUIPMENT,447789
BAUSCH & LOMB,BAUSCH & LOMB,539093
BAUSCH & LOMB INCORPORATED,BAUSCH & LOMB INCORPORATED,707804
"BAUSCH & LOMB, INC.","BAUSCH & LOMB, INC.",251551
BAUSCH + LOMB,BAUSCH + LOMB,218009
BAUSCH + LOMB GMBH,BAUSCH + LOMB GMBH,520594
BAUSCH + LOMB INC,BAUSCH + LOMB INC,47669
"BAUSCH + LOMB, INC","BAUSCH + LOMB, INC",486854
"BAUSCH + LOMB, INC.","BAUSCH + LOMB, INC.",181114
BAUSCH AND LOMB,BAUSCH AND LOMB,576833
BAUSCH AND LOMB INC,BAUSCH AND LOMB INC,502531
BAXTER - HEALTHCARE CORPORATION,BAXTER - HEALTHCARE CORPORATION,462893
"BAXTER / CAREFUSION 303, INC.","BAXTER / CAREFUSION 303, INC.",415061
BAXTER HEALTH CORP.,BAXTER HEALTH CORP.,751734
BAXTER HEALTHCARE - AIBONITO,BAXTER HEALTHCARE - AIBONITO,441490
BAXTER HEALTHCARE - ATLACOMULCO,BAXTER HEALTHCARE - ATLACOMULCO,56622
BAXTER HEALTHCARE - CALI,BAXTER HEALTHCARE - CALI,347769
BAXTER HEALTHCARE - CARTAGO,BAXTER HEALTHCARE - CARTAGO,37499
BAXTER HEALTHCARE - CLEVELAND,BAXTER HEALTHCARE - CLEVELAND,88278
BAXTER HEALTHCARE - CORPORATION,BAXTER HEALTHCARE - CORPORATION,700286
BAXTER HEALTHCARE - DEERFIELD,BAXTER HEALTHCARE - DEERFIELD,835990
BAXTER HEALTHCARE - DOMINICAN REPUBLIC,BAXTER HEALTHCARE - DOMINICAN REPUBLIC,688984
BAXTER HEALTHCARE - ENGLEWOOD,BAXTER HEALTHCARE - ENGLEWOOD,581337
BAXTER HEALTHCARE - GUANGZHOU,BAXTER HEALTHCARE - GUANGZHOU,268197
BAXTER HEALTHCARE - HAINA,BAXTER HEALTHCARE - HAINA,461470
BAXTER HEALTHCARE - HAYWARD,BAXTER HEALTHCARE - HAYWARD,89308
BAXTER HEALTHCARE - HECHINGEN,BAXTER HEALTHCARE - HECHINGEN,374555
BAXTER HEALTHCARE - HECHINGEN BADEN DIALYZER,BAXTER HEALTHCARE - HECHINGEN BADEN DIALYZER,545229
BAXTER HEALTHCARE - IRVINE,BAXTER HEALTHCARE - IRVINE,669690
BAXTER HEALTHCARE - LARGO,BAXTER HEALTHCARE - LARGO,693430
BAXTER HEALTHCARE - LUND MONITORS,BAXTER HEALTHCARE - LUND MONITORS,425060
BAXTER HEALTHCARE - MALTA,BAXTER HEALTHCARE - MALTA,770993
BAXTER HEALTHCARE - MEDINA,BAXTER HEALTHCARE - MEDINA,681497
BAXTER HEALTHCARE - MEDOLLA MODENA BLOOD,BAXTER HEALTHCARE - MEDOLLA MODENA BLOOD,538011
BAXTER HEALTHCARE - MEDOLLA MODENA MONITORS,BAXTER HEALTHCARE - MEDOLLA MODENA MONITORS,889494
BAXTER HEALTHCARE - MEYZIEU,BAXTER HEALTHCARE - MEYZIEU,339216
BAXTER HEALTHCARE - MOUNTAIN HOME,BAXTER HEALTHCARE - MOUNTAIN HOME,388913
BAXTER HEALTHCARE - OPELIKA,BAXTER HEALTHCARE - OPELIKA,231391
BAXTER HEALTHCARE - ROUND LAKE,BAXTER HEALTHCARE - ROUND LAKE,760246
BAXTER HEALTHCARE - SAINT PAUL,BAXTER HEALTHCARE - SAINT PAUL,606919
BAXTER HEALTHCARE - SAO PAULO,BAXTER HEALTHCARE - SAO PAULO,371456
BAXTER HEALTHCARE - SINGAPORE,BAXTER HEALTHCARE - SINGAPORE,700301
BAXTER HEALTHCARE - SONDALO,BAXTER HEALTHCARE - SONDALO,659201
BAXTER HEALTHCARE - SWINFORD,BAXTER HEALTHCARE - SWINFORD,225170
BAXTER HEALTHCARE - TIJUANA BAJA,BAXTER HEALTHCARE - TIJUANA BAJA,743837
BAXTER HEALTHCARE - TUNISIA,BAXTER HEALTHCARE - TUNISIA,612508
BAXTER HEALTHCARE - VIENNA,BAXTER HEALTHCARE - VIENNA,547787
"BAXTER HEALTHCARE / HILL-ROM, INC.","BAXTER HEALTHCARE / HILL-ROM, INC.",745654
BAXTER HEALTHCARE CONTRACTION,BAXTER HEALTHCARE CONTRACTION,556493
BAXTER HEALTHCARE COPORATION,BAXTER HEALTHCARE COPORATION,673420
BAXTER HEALTHCARE COPRORATION,BAXTER HEALTHCARE COPRORATION,250635
BAXTER HEALTHCARE COROPORATION,BAXTER HEALTHCARE COROPORATION,164150
BAXTER HEALTHCARE CORP,BAXTER HEALTHCARE CORP,600467
BAXTER HEALTHCARE CORP.,BAXTER HEALTHCARE CORP.,156077
BAXTER HEALTHCARE CORP. / GAMBRO DASCO S.P.A BLOOD LINE DIVISION,BAXTER HEALTHCARE CORP. / GAMBRO DASCO S.P.A BLOOD LINE DIVISION,435926
BAXTER HEALTHCARE CORPORATION,BAXTER HEALTHCARE CORPORATION,610687
BAXTER HEALTHCARE CORPORATOIN,BAXTER HEALTHCARE CORPORATOIN,873571
BAXTER HEALTHCARE CORPORATON,BAXTER HEALTHCARE CORPORATON,76508
BAXTER HEALTHCARE CORPORTION,BAXTER HEALTHCARE CORPORTION,702299
BAXTER HEALTHCARE CORPPORATION,BAXTER HEALTHCARE CORPPORATION,254273
"BAXTER HEALTHCARE INC./HILL-ROM, INC","BAXTER HEALTHCARE INC./HILL-ROM, INC",470394
"BAXTER HEALTHCARE INC./HILL-ROM, INC.","BAXTER HEALTHCARE INC./HILL-ROM, INC.",628132
BAXTER HEALTHCARE ¿ DEERFIELD,BAXTER HEALTHCARE ¿ DEERFIELD,898376
BAXTER HEALTHCARE ¿ ROUND LAKE,BAXTER HEALTHCARE ¿ ROUND LAKE,683086
BAXTER HEALTHCARE-JAPAN,BAXTER HEALTHCARE-JAPAN,58748
"BAXTER HEALTHCARE/ HILL-ROM, INC.","BAXTER HEALTHCARE/ HILL-ROM, INC.",76262
BAXTER HEALTHCARECORPORATION,BAXTER HEALTHCARECORPORATION,58319
BAXTER HEALTHERCARE CORPORATION,BAXTER HEALTHERCARE CORPORATION,167662
BAXTER INTERNATIONAL INC,BAXTER INTERNATIONAL INC,734768
BAXTER INTERNATIONAL INC.,BAXTER INTERNATIONAL INC.,568864
"BAXTER INTERNATIONAL, INC.","BAXTER INTERNATIONAL, INC.",362842
BAXTER MEDICAL SYSTEMS GMBH + CO. KG,BAXTER MEDICAL SYSTEMS GMBH + CO. KG,684275
